rad_haplotyper -v SNP_20231004_n540_basic.recode.vcf -r reference.fasta -p popmap_n540_OTU -x 16 -o haps_20231004_n540_OTU.vcf --genepop haps_20231004_n540_OTU.gp
Locus	Sites	Haplotypes	Inds_Haplotyped	Total_Inds	Prop_Haplotyped	Status	Poss_Paralog	Low_Cov/Geno_Err	Miss_Geno	Comment
dDocent_Contig_38601	4	6	514	540	0.952	PASSED	0	0	26	
dDocent_Contig_38602	2	3	472	540	0.874	FILTERED	6	2	60	Missing data
dDocent_Contig_3864	2	4	489	540	0.906	PASSED	0	46	5	
dDocent_Contig_3865	1	2	531	540	0.983	PASSED	0	0	9	
dDocent_Contig_38658	2	3	464	540	0.859	FILTERED	0	0	76	Missing data
dDocent_Contig_3866	1	2	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_3867	13	11	280	540	0.519	FILTERED	2	205	53	Missing data
dDocent_Contig_3868	3	4	478	540	0.885	FILTERED	1	53	8	Missing data
dDocent_Contig_3869	2	3	464	540	0.859	FILTERED	2	0	74	Missing data
dDocent_Contig_38690	1	2	531	540	0.983	PASSED	0	0	9	
dDocent_Contig_38699	3	4	493	540	0.913	PASSED	0	0	47	
dDocent_Contig_3870	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_38703	2	3	454	540	0.841	FILTERED	2	1	83	Missing data
dDocent_Contig_38716	4	6	513	540	0.950	PASSED	0	1	26	
dDocent_Contig_3872	1	2	526	540	0.974	PASSED	0	0	14	
dDocent_Contig_38721	6	7	514	540	0.952	PASSED	10	2	14	
dDocent_Contig_3873	3	4	485	540	0.898	FILTERED	0	1	54	Missing data
dDocent_Contig_3874	2	3	534	540	0.989	PASSED	4	0	2	
dDocent_Contig_3875	1	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_3876	2	3	518	540	0.959	PASSED	0	0	22	
dDocent_Contig_38771	2	3	515	540	0.954	PASSED	2	0	23	
dDocent_Contig_38774	1	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_38778	2	3	529	540	0.980	PASSED	0	0	11	
dDocent_Contig_3878	3	4	532	540	0.985	PASSED	0	1	7	
dDocent_Contig_38780	5	9	486	540	0.900	PASSED	0	6	48	
dDocent_Contig_38789	1	2	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_38805	-	-	-	-	-	FILTERED	0	0	0	Complex
dDocent_Contig_38822	3	5	455	540	0.843	FILTERED	4	11	70	Missing data
dDocent_Contig_38823	5	7	435	540	0.806	FILTERED	2	36	67	Missing data
dDocent_Contig_38825	8	14	383	540	0.709	FILTERED	75	3	79	Missing data
dDocent_Contig_38827	4	15	459	540	0.850	FILTERED	5	3	73	Missing data
dDocent_Contig_38847	4	5	461	540	0.854	FILTERED	3	0	76	Missing data
dDocent_Contig_3885	3	4	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_3886	1	2	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_38861	1	2	484	540	0.896	FILTERED	0	0	56	Missing data
dDocent_Contig_38864	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_3887	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_38878	6	10	514	540	0.952	PASSED	4	3	19	
dDocent_Contig_38887	4	5	477	540	0.883	FILTERED	1	2	60	Missing data
dDocent_Contig_3889	1	2	510	540	0.944	PASSED	0	0	30	
dDocent_Contig_38918	2	3	510	540	0.944	PASSED	3	2	25	
dDocent_Contig_3892	1	2	465	540	0.861	FILTERED	0	0	75	Missing data
dDocent_Contig_3893	7	5	444	540	0.822	FILTERED	5	82	9	Missing data
dDocent_Contig_3894	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_38946	6	11	481	540	0.891	FILTERED	3	1	55	Missing data
dDocent_Contig_3895	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_38955	1	2	469	540	0.869	FILTERED	0	0	71	Missing data
dDocent_Contig_3896	2	4	161	540	0.298	FILTERED	0	374	5	Missing data
dDocent_Contig_38965	19	12	452	540	0.837	FILTERED	6	3	79	Missing data
dDocent_Contig_3897	6	3	435	540	0.806	FILTERED	1	63	41	Missing data
dDocent_Contig_38970	4	6	484	540	0.896	FILTERED	2	1	53	Missing data
dDocent_Contig_38973	6	10	447	540	0.828	FILTERED	0	15	78	Missing data
dDocent_Contig_38982	3	4	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_38989	1	2	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_3900	4	5	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_3902	2	3	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_3904	3	4	531	540	0.983	PASSED	2	0	7	
dDocent_Contig_39041	5	16	520	540	0.963	PASSED	2	4	14	
dDocent_Contig_39049	4	7	536	540	0.993	PASSED	1	0	3	
dDocent_Contig_39064	7	24	424	540	0.785	FILTERED	114	2	0	Missing data
dDocent_Contig_39082	3	4	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_39087	2	4	531	540	0.983	PASSED	2	0	7	
dDocent_Contig_3909	3	4	530	540	0.981	PASSED	4	0	6	
dDocent_Contig_39108	1	2	474	540	0.878	FILTERED	0	0	66	Missing data
dDocent_Contig_39110	8	10	515	540	0.954	PASSED	0	3	22	
dDocent_Contig_39114	2	4	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_3914	3	4	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_39145	7	10	467	540	0.865	FILTERED	1	4	68	Missing data
dDocent_Contig_3915	3	4	515	540	0.954	PASSED	18	0	7	
dDocent_Contig_39150	2	3	474	540	0.878	FILTERED	1	0	65	Missing data
dDocent_Contig_39151	3	4	516	540	0.956	PASSED	2	1	21	
dDocent_Contig_3919	2	4	532	540	0.985	PASSED	0	1	7	
dDocent_Contig_3920	1	2	478	540	0.885	FILTERED	0	0	62	Missing data
dDocent_Contig_3921	1	2	469	540	0.869	FILTERED	0	0	71	Missing data
dDocent_Contig_39218	4	6	525	540	0.972	PASSED	1	0	14	
dDocent_Contig_39239	6	7	367	540	0.680	FILTERED	2	148	23	Missing data
dDocent_Contig_39240	6	11	360	540	0.667	FILTERED	0	106	74	Missing data
dDocent_Contig_39244	2	3	460	540	0.852	FILTERED	0	0	80	Missing data
dDocent_Contig_39255	3	4	478	540	0.885	FILTERED	0	17	45	Missing data
dDocent_Contig_39257	3	5	528	540	0.978	PASSED	4	1	7	
dDocent_Contig_39258	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_39316	3	4	499	540	0.924	PASSED	0	1	40	
dDocent_Contig_39326	1	2	483	540	0.894	FILTERED	0	0	57	Missing data
dDocent_Contig_39339	4	11	523	540	0.969	PASSED	0	2	15	
dDocent_Contig_3934	2	3	538	540	0.996	PASSED	0	1	1	
dDocent_Contig_39348	1	2	526	540	0.974	PASSED	0	0	14	
dDocent_Contig_3935	1	2	527	540	0.976	PASSED	0	0	13	
dDocent_Contig_39356	4	5	490	540	0.907	PASSED	1	7	42	
dDocent_Contig_39359	4	5	507	540	0.939	PASSED	7	7	19	
dDocent_Contig_3936	9	8	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_39364	5	6	361	540	0.669	FILTERED	1	162	16	Missing data
dDocent_Contig_39365	5	8	455	540	0.843	FILTERED	5	22	58	Missing data
dDocent_Contig_39372	2	4	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_39377	2	3	533	540	0.987	PASSED	1	0	6	
dDocent_Contig_39379	3	4	525	540	0.972	PASSED	1	0	14	
dDocent_Contig_39381	6	16	504	540	0.933	PASSED	18	12	6	
dDocent_Contig_39383	2	3	474	540	0.878	FILTERED	0	0	66	Missing data
dDocent_Contig_39386	1	2	519	540	0.961	PASSED	0	0	21	
dDocent_Contig_3942	7	11	212	540	0.393	FILTERED	2	326	0	Missing data
dDocent_Contig_39431	10	7	523	540	0.969	PASSED	2	2	13	
dDocent_Contig_39434	4	6	496	540	0.919	PASSED	2	3	39	
dDocent_Contig_39442	8	8	499	540	0.924	PASSED	0	0	41	
dDocent_Contig_39448	3	5	469	540	0.869	FILTERED	19	2	50	Missing data
dDocent_Contig_3945	1	2	502	540	0.930	PASSED	0	0	38	
dDocent_Contig_39458	3	5	463	540	0.857	FILTERED	0	1	76	Missing data
dDocent_Contig_39466	2	3	505	540	0.935	PASSED	0	0	35	
dDocent_Contig_39481	3	7	538	540	0.996	PASSED	1	1	0	
dDocent_Contig_3949	3	2	531	540	0.983	PASSED	1	0	8	
dDocent_Contig_39498	1	2	521	540	0.965	PASSED	0	0	19	
dDocent_Contig_39502	1	2	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_39503	3	4	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_39504	1	2	520	540	0.963	PASSED	0	0	20	
dDocent_Contig_39527	3	8	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_3953	2	3	537	540	0.994	PASSED	1	0	2	
dDocent_Contig_39540	1	2	465	540	0.861	FILTERED	0	0	75	Missing data
dDocent_Contig_39545	6	6	437	540	0.809	FILTERED	36	3	64	Missing data
dDocent_Contig_3955	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_39570	2	4	532	540	0.985	PASSED	2	3	3	
dDocent_Contig_39591	1	2	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_3960	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_39600	5	9	368	540	0.681	FILTERED	0	117	55	Missing data
dDocent_Contig_39602	5	7	477	540	0.883	FILTERED	0	2	61	Missing data
dDocent_Contig_3961	1	2	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_3962	1	2	530	540	0.981	PASSED	0	0	10	
dDocent_Contig_3963	2	2	469	540	0.869	FILTERED	0	0	71	Missing data
dDocent_Contig_39644	2	3	472	540	0.874	FILTERED	26	0	42	Missing data
dDocent_Contig_39658	2	3	464	540	0.859	FILTERED	2	0	74	Missing data
dDocent_Contig_39660	1	2	529	540	0.980	PASSED	0	0	11	
dDocent_Contig_3967	2	3	467	540	0.865	FILTERED	0	0	73	Missing data
dDocent_Contig_39672	10	25	462	540	0.856	FILTERED	4	12	62	Missing data
dDocent_Contig_3968	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_39687	7	10	472	540	0.874	FILTERED	2	6	60	Missing data
dDocent_Contig_3969	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_39695	10	57	394	540	0.730	FILTERED	3	109	34	Missing data
dDocent_Contig_39700	4	8	484	540	0.896	FILTERED	5	2	49	Missing data
dDocent_Contig_39710	7	21	518	540	0.959	PASSED	3	6	13	
dDocent_Contig_3973	1	2	507	540	0.939	PASSED	0	0	33	
dDocent_Contig_39739	3	4	507	540	0.939	PASSED	0	23	10	
dDocent_Contig_3974	2	3	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_39759	2	3	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_3976	2	3	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_3978	1	2	508	540	0.941	PASSED	0	0	32	
dDocent_Contig_3979	4	4	535	540	0.991	PASSED	2	0	3	
dDocent_Contig_39798	2	3	479	540	0.887	FILTERED	0	0	61	Missing data
dDocent_Contig_39809	4	13	460	540	0.852	FILTERED	1	2	77	Missing data
dDocent_Contig_3981	5	5	537	540	0.994	PASSED	2	0	1	
dDocent_Contig_39810	1	2	517	540	0.957	PASSED	0	0	23	
dDocent_Contig_39816	2	4	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_3982	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_39847	1	2	488	540	0.904	PASSED	0	0	52	
dDocent_Contig_39848	2	4	511	540	0.946	PASSED	0	9	20	
dDocent_Contig_3986	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_39865	1	2	458	540	0.848	FILTERED	0	0	82	Missing data
dDocent_Contig_39875	3	4	473	540	0.876	FILTERED	0	0	67	Missing data
dDocent_Contig_39880	9	23	442	540	0.819	FILTERED	4	9	85	Missing data
dDocent_Contig_39884	5	10	457	540	0.846	FILTERED	5	4	74	Missing data
dDocent_Contig_39889	5	8	480	540	0.889	FILTERED	5	8	47	Missing data
dDocent_Contig_3989	5	6	536	540	0.993	PASSED	0	3	1	
dDocent_Contig_39892	4	7	537	540	0.994	PASSED	1	0	2	
dDocent_Contig_39896	4	5	498	540	0.922	PASSED	1	1	40	
dDocent_Contig_39905	3	3	465	540	0.861	FILTERED	0	0	75	Missing data
dDocent_Contig_39937	1	2	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_39947	1	2	467	540	0.865	FILTERED	0	0	73	Missing data
dDocent_Contig_39962	4	5	531	540	0.983	PASSED	1	0	8	
dDocent_Contig_3997	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_39975	2	4	489	540	0.906	PASSED	0	0	51	
dDocent_Contig_4002	1	2	479	540	0.887	FILTERED	0	0	61	Missing data
dDocent_Contig_40028	5	7	453	540	0.839	FILTERED	49	2	36	Missing data
dDocent_Contig_4003	1	2	512	540	0.948	PASSED	0	0	28	
dDocent_Contig_4004	3	4	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_40043	1	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_40053	6	8	478	540	0.885	FILTERED	5	3	54	Missing data
dDocent_Contig_4006	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_40064	5	7	485	540	0.898	FILTERED	2	1	52	Missing data
dDocent_Contig_40075	3	4	507	540	0.939	PASSED	1	0	32	
dDocent_Contig_40093	3	4	495	540	0.917	PASSED	1	1	43	
dDocent_Contig_4011	1	2	486	540	0.900	PASSED	0	0	54	
dDocent_Contig_4014	1	2	514	540	0.952	PASSED	0	0	26	
dDocent_Contig_4015	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_4018	2	2	528	540	0.978	PASSED	1	0	11	
dDocent_Contig_40181	4	5	511	540	0.946	PASSED	0	3	26	
dDocent_Contig_4019	1	2	500	540	0.926	PASSED	0	0	40	
dDocent_Contig_40191	1	2	532	540	0.985	PASSED	0	0	8	
dDocent_Contig_4020	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_40241	7	8	455	540	0.843	FILTERED	9	14	62	Missing data
dDocent_Contig_40248	4	7	532	540	0.985	PASSED	0	4	4	
dDocent_Contig_40261	5	15	460	540	0.852	FILTERED	0	0	80	Missing data
dDocent_Contig_40267	5	5	505	540	0.935	PASSED	2	1	32	
dDocent_Contig_40271	2	3	523	540	0.969	PASSED	1	0	16	
dDocent_Contig_40281	1	2	461	540	0.854	FILTERED	0	0	79	Missing data
dDocent_Contig_4029	1	2	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_4031	1	2	523	540	0.969	PASSED	0	0	17	
dDocent_Contig_40311	4	15	528	540	0.978	PASSED	0	7	5	
dDocent_Contig_40316	1	2	469	540	0.869	FILTERED	0	0	71	Missing data
dDocent_Contig_4034	2	4	487	540	0.902	PASSED	28	2	23	
dDocent_Contig_40374	7	10	498	540	0.922	PASSED	0	18	24	
dDocent_Contig_4038	2	3	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_4039	1	2	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_40404	3	6	452	540	0.837	FILTERED	11	8	69	Missing data
dDocent_Contig_40419	2	3	525	540	0.972	PASSED	1	0	14	
dDocent_Contig_4042	1	2	532	540	0.985	PASSED	0	0	8	
dDocent_Contig_40422	1	2	517	540	0.957	PASSED	0	0	23	
dDocent_Contig_4043	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_4045	3	6	420	540	0.778	FILTERED	0	54	66	Missing data
dDocent_Contig_40454	3	6	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_4046	1	2	483	540	0.894	FILTERED	0	0	57	Missing data
dDocent_Contig_40468	3	3	529	540	0.980	PASSED	0	2	9	
dDocent_Contig_4048	3	2	527	540	0.976	PASSED	1	0	12	
dDocent_Contig_4049	7	8	399	540	0.739	FILTERED	130	0	11	Missing data
dDocent_Contig_40495	3	4	517	540	0.957	PASSED	0	0	23	
dDocent_Contig_4050	2	3	455	540	0.843	FILTERED	4	0	81	Missing data
dDocent_Contig_40508	2	4	528	540	0.978	PASSED	5	3	4	
dDocent_Contig_40526	2	2	481	540	0.891	FILTERED	0	0	59	Missing data
dDocent_Contig_4053	5	5	461	540	0.854	FILTERED	11	1	67	Missing data
dDocent_Contig_40538	1	2	492	540	0.911	PASSED	0	0	48	
dDocent_Contig_4054	1	2	496	540	0.919	PASSED	0	0	44	
dDocent_Contig_40583	8	17	508	540	0.941	PASSED	1	2	29	
dDocent_Contig_40610	3	8	494	540	0.915	PASSED	0	12	34	
dDocent_Contig_40612	1	2	503	540	0.931	PASSED	0	0	37	
dDocent_Contig_40621	8	14	531	540	0.983	PASSED	2	7	0	
dDocent_Contig_40622	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_40633	4	7	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_40689	1	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_4070	6	10	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_40703	3	4	495	540	0.917	PASSED	0	0	45	
dDocent_Contig_40708	4	8	486	540	0.900	PASSED	1	2	51	
dDocent_Contig_4071	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_4072	2	3	410	540	0.759	FILTERED	4	86	40	Missing data
dDocent_Contig_40725	1	2	524	540	0.970	PASSED	0	0	16	
dDocent_Contig_4073	1	2	480	540	0.889	FILTERED	0	0	60	Missing data
dDocent_Contig_4074	1	2	502	540	0.930	PASSED	0	0	38	
dDocent_Contig_40745	2	4	502	540	0.930	PASSED	0	0	38	
dDocent_Contig_40760	7	6	451	540	0.835	FILTERED	1	6	82	Missing data
dDocent_Contig_40786	4	6	528	540	0.978	PASSED	0	0	12	
dDocent_Contig_4079	2	3	510	540	0.944	PASSED	0	1	29	
dDocent_Contig_40790	1	2	526	540	0.974	PASSED	0	0	14	
dDocent_Contig_40800	1	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_40804	2	3	535	540	0.991	PASSED	1	0	4	
dDocent_Contig_4081	1	2	485	540	0.898	FILTERED	0	0	55	Missing data
dDocent_Contig_40829	2	3	515	540	0.954	PASSED	1	0	24	
dDocent_Contig_4083	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_40830	-	-	-	-	-	FILTERED	0	0	0	Complex
dDocent_Contig_4084	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_40855	1	2	516	540	0.956	PASSED	0	0	24	
dDocent_Contig_40858	2	3	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_40859	4	6	447	540	0.828	FILTERED	92	1	0	Missing data
dDocent_Contig_40866	3	4	485	540	0.898	FILTERED	0	2	53	Missing data
dDocent_Contig_4089	5	1	6	540	0.011	FILTERED	0	532	2	Missing data
dDocent_Contig_40895	3	4	496	540	0.919	PASSED	33	0	11	
dDocent_Contig_40896	5	6	506	540	0.937	PASSED	1	2	31	
dDocent_Contig_4092	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_40921	3	4	367	540	0.680	FILTERED	108	1	64	Missing data
dDocent_Contig_4093	1	2	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_40948	2	3	519	540	0.961	PASSED	1	3	17	
dDocent_Contig_40959	3	4	483	540	0.894	FILTERED	0	7	50	Missing data
dDocent_Contig_40979	3	4	477	540	0.883	FILTERED	1	0	62	Missing data
dDocent_Contig_40986	3	4	481	540	0.891	FILTERED	1	0	58	Missing data
dDocent_Contig_4100	2	2	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_4101	2	3	519	540	0.961	PASSED	2	5	14	
dDocent_Contig_41018	2	4	498	540	0.922	PASSED	0	0	42	
dDocent_Contig_4103	1	2	530	540	0.981	PASSED	0	0	10	
dDocent_Contig_41038	3	4	501	540	0.928	PASSED	0	0	39	
dDocent_Contig_4104	4	5	373	540	0.691	FILTERED	147	8	12	Missing data
dDocent_Contig_41060	1	2	464	540	0.859	FILTERED	0	0	76	Missing data
dDocent_Contig_41068	1	2	468	540	0.867	FILTERED	0	0	72	Missing data
dDocent_Contig_41072	3	8	524	540	0.970	PASSED	1	0	15	
dDocent_Contig_4109	5	9	497	540	0.920	PASSED	3	1	39	
dDocent_Contig_41104	2	3	489	540	0.906	PASSED	9	0	42	
dDocent_Contig_4111	1	2	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_4112	1	2	529	540	0.980	PASSED	0	0	11	
dDocent_Contig_41127	5	7	511	540	0.946	PASSED	1	12	16	
dDocent_Contig_41130	1	2	510	540	0.944	PASSED	0	0	30	
dDocent_Contig_4115	4	4	481	540	0.891	FILTERED	1	2	56	Missing data
dDocent_Contig_4117	2	3	520	540	0.963	PASSED	0	0	20	
dDocent_Contig_41173	8	13	504	540	0.933	PASSED	5	4	27	
dDocent_Contig_4119	1	2	512	540	0.948	PASSED	0	0	28	
dDocent_Contig_41200	3	4	465	540	0.861	FILTERED	0	0	75	Missing data
dDocent_Contig_4121	2	3	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_41223	7	7	444	540	0.822	FILTERED	0	55	41	Missing data
dDocent_Contig_4124	1	2	529	540	0.980	PASSED	0	0	11	
dDocent_Contig_41258	7	5	486	540	0.900	PASSED	1	0	53	
dDocent_Contig_4127	1	2	514	540	0.952	PASSED	0	0	26	
dDocent_Contig_41283	1	2	516	540	0.956	PASSED	0	0	24	
dDocent_Contig_4129	1	2	506	540	0.937	PASSED	0	0	34	
dDocent_Contig_41298	13	13	342	540	0.633	FILTERED	134	12	52	Missing data
dDocent_Contig_41301	5	6	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_41306	4	8	459	540	0.850	FILTERED	2	18	61	Missing data
dDocent_Contig_41318	5	12	499	540	0.924	PASSED	2	1	38	
dDocent_Contig_41327	8	11	492	540	0.911	PASSED	33	1	14	
dDocent_Contig_4134	3	5	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_4135	1	2	488	540	0.904	PASSED	0	0	52	
dDocent_Contig_41359	2	4	506	540	0.937	PASSED	6	2	26	
dDocent_Contig_41371	5	8	495	540	0.917	PASSED	1	5	39	
dDocent_Contig_4138	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_4139	4	4	539	540	0.998	PASSED	0	1	0	
dDocent_Contig_4143	2	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_41437	1	2	501	540	0.928	PASSED	0	0	39	
dDocent_Contig_4144	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_4146	1	2	532	540	0.985	PASSED	0	0	8	
dDocent_Contig_41462	3	4	478	540	0.885	FILTERED	2	3	57	Missing data
dDocent_Contig_41469	1	2	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_4149	1	2	532	540	0.985	PASSED	0	0	8	
dDocent_Contig_4150	2	4	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_41512	7	28	490	540	0.907	PASSED	9	3	38	
dDocent_Contig_41555	3	4	528	540	0.978	PASSED	1	2	9	
dDocent_Contig_4156	3	3	525	540	0.972	PASSED	2	2	11	
dDocent_Contig_4157	3	6	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_4158	2	3	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_41581	3	4	481	540	0.891	FILTERED	0	2	57	Missing data
dDocent_Contig_41603	1	2	515	540	0.954	PASSED	0	0	25	
dDocent_Contig_41615	3	5	481	540	0.891	FILTERED	0	0	59	Missing data
dDocent_Contig_4164	3	5	538	540	0.996	PASSED	2	0	0	
dDocent_Contig_4165	1	2	505	540	0.935	PASSED	0	0	35	
dDocent_Contig_41654	6	10	518	540	0.959	PASSED	1	1	20	
dDocent_Contig_41668	5	7	516	540	0.956	PASSED	1	0	23	
dDocent_Contig_4167	1	2	466	540	0.863	FILTERED	0	0	74	Missing data
dDocent_Contig_41671	1	2	503	540	0.931	PASSED	0	0	37	
dDocent_Contig_4168	7	2	530	540	0.981	PASSED	1	0	9	
dDocent_Contig_41690	1	2	483	540	0.894	FILTERED	0	0	57	Missing data
dDocent_Contig_41707	9	9	471	540	0.872	FILTERED	2	14	53	Missing data
dDocent_Contig_4171	4	8	532	540	0.985	PASSED	0	1	7	
dDocent_Contig_41712	2	4	485	540	0.898	FILTERED	2	0	53	Missing data
dDocent_Contig_4172	2	3	537	540	0.994	PASSED	3	0	0	
dDocent_Contig_41728	7	7	458	540	0.848	FILTERED	2	40	40	Missing data
dDocent_Contig_4173	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_4174	2	4	462	540	0.856	FILTERED	1	17	60	Missing data
dDocent_Contig_4175	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_4176	1	2	481	540	0.891	FILTERED	0	0	59	Missing data
dDocent_Contig_41764	1	2	506	540	0.937	PASSED	0	0	34	
dDocent_Contig_4177	1	2	508	540	0.941	PASSED	0	0	32	
dDocent_Contig_41774	1	2	532	540	0.985	PASSED	0	0	8	
dDocent_Contig_41778	1	2	483	540	0.894	FILTERED	0	0	57	Missing data
dDocent_Contig_41779	4	8	536	540	0.993	PASSED	1	0	3	
dDocent_Contig_41788	9	16	291	540	0.539	FILTERED	4	160	85	Missing data
dDocent_Contig_41794	10	14	381	540	0.706	FILTERED	3	93	63	Missing data
dDocent_Contig_41797	-	-	-	-	-	FILTERED	0	0	0	Complex
dDocent_Contig_41798	3	5	530	540	0.981	PASSED	2	0	8	
dDocent_Contig_41804	1	2	517	540	0.957	PASSED	0	0	23	
dDocent_Contig_41809	8	14	415	540	0.769	FILTERED	1	117	7	Missing data
dDocent_Contig_41812	2	3	476	540	0.881	FILTERED	0	0	64	Missing data
dDocent_Contig_41815	2	3	496	540	0.919	PASSED	0	1	43	
dDocent_Contig_41837	6	26	469	540	0.869	FILTERED	1	21	49	Missing data
dDocent_Contig_41849	3	4	499	540	0.924	PASSED	5	3	33	
dDocent_Contig_4185	3	5	450	540	0.833	FILTERED	44	26	20	Missing data
dDocent_Contig_41863	7	8	468	540	0.867	FILTERED	54	3	15	Missing data
dDocent_Contig_4187	2	3	520	540	0.963	PASSED	0	0	20	
dDocent_Contig_41881	1	2	475	540	0.880	FILTERED	0	0	65	Missing data
dDocent_Contig_41888	4	8	317	540	0.587	FILTERED	210	0	13	Missing data
dDocent_Contig_41895	4	6	462	540	0.856	FILTERED	3	0	75	Missing data
dDocent_Contig_41897	3	2	486	540	0.900	PASSED	0	2	52	
dDocent_Contig_4190	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_41908	2	4	485	540	0.898	FILTERED	0	0	55	Missing data
dDocent_Contig_4191	8	9	279	540	0.517	FILTERED	181	11	69	Missing data
dDocent_Contig_41915	7	20	394	540	0.730	FILTERED	1	83	62	Missing data
dDocent_Contig_41919	4	6	487	540	0.902	PASSED	1	3	49	
dDocent_Contig_4194	3	4	517	540	0.957	PASSED	1	1	21	
dDocent_Contig_4196	2	3	498	540	0.922	PASSED	1	0	41	
dDocent_Contig_41977	6	7	468	540	0.867	FILTERED	2	6	64	Missing data
dDocent_Contig_41980	3	2	25	540	0.046	FILTERED	0	508	7	Missing data
dDocent_Contig_41995	2	4	538	540	0.996	PASSED	1	0	1	
dDocent_Contig_4201	6	5	539	540	0.998	PASSED	0	1	0	
dDocent_Contig_42014	2	4	530	540	0.981	PASSED	0	3	7	
dDocent_Contig_4202	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_42026	8	8	486	540	0.900	PASSED	1	0	53	
dDocent_Contig_4205	2	3	485	540	0.898	FILTERED	0	0	55	Missing data
dDocent_Contig_42065	3	5	512	540	0.948	PASSED	0	0	28	
